sampleID,visitDate,TN,TP,disNH4,disNO3,disPO4,TDN,TDP,locName,Pool Volume (cu ft)_x,samp_type,notes,samp_notes,y,x,Total_Mean_TP,Total_Mean_TN,Total_Mean_disNH4,Total_Mean_disNO3,Total_Mean_disPO4,Visit_Mean_TP,Visit_Mean_TN,Visit_Mean_disNH4,Visit_Mean_disNO3,Visit_Mean_disPO4,Wetland_ID,Max Depth  (ft),Slope Range,Bottom Deviation of wetland,Pool Volume (cu ft)_y,Season,Crop_Season,Defined_Season
W03654,2023-06-14,1.87,0.18,0.02,0.0712,0.01,,,Wetland Pool 31,10000.0,sample,,No flow from tiles. Depth varies/puddles. Range 4-14 cm. ,41.02585,-83.685315,0.2443,2.6818,0.048,0.0924,0.0263,0.18,1.87,0.02,0.0712,0.01,P-31,1.0,10:1,776.1,10000.0,Summer,Crop_Season,Season_5
W00235,2021-09-27,0.728,0.141,0.02,0.0565,0.0586,,,Wetland Pool 31,10000.0,sample,Daylighted tile drains into this. Dense plants,,41.0257497,-83.68536039,0.2443,2.6818,0.048,0.0924,0.0263,0.141,0.728,0.02,0.0565,0.0586,P-31,1.0,10:1,776.1,10000.0,Autumn,Crop_Season,Season_1
W03586,2023-04-18,0.87,0.03,0.02,0.1107,0.01,,,Wetland Pool 32,10000.0,sample,,,41.025785,-83.68403,0.055,1.795,0.1633,0.6228,0.0175,0.03,0.87,0.02,0.1107,0.01,P-32,1.0,10:1,776.3,10000.0,Spring,Non_Crop_Season,Season_4
W03653,2023-06-14,2.72,0.08,0.3066,1.135,0.025,,,Wetland Pool 32,10000.0,sample,,Light-moderate veg. Firm bottom. Puddles. ,41.02601167,-83.683995,0.055,1.795,0.1633,0.6228,0.0175,0.08,2.72,0.3066,1.135,0.025,P-32,1.0,10:1,776.3,10000.0,Summer,Crop_Season,Season_5
W02538,2022-07-14,5.286,0.404,0.02,0.059,0.01,,,Wetland Pool 33,10000.0,sample,,,41.02554333,-83.68254833,0.3428,3.5404,0.02,0.061,0.0216,0.404,5.286,0.02,0.059,0.01,P-33,1.0,23:1,778.1,10000.0,Summer,Crop_Season,Season_3
W03649,2023-06-14,1.14,0.1,0.02,0.0997,0.0188,,,Wetland Pool 33,10000.0,sample,,Dense tall veg,41.02543167,-83.68252833,0.3428,3.5404,0.02,0.061,0.0216,0.1,1.14,0.02,0.0997,0.0188,P-33,1.0,23:1,778.1,10000.0,Summer,Crop_Season,Season_5
W00242,2021-09-27,0.938,0.165,0.02,0.0465,0.059,,,Wetland Pool 33,10000.0,sample,,,41.02544057,-83.68251314,0.3428,3.5404,0.02,0.061,0.0216,0.165,0.938,0.02,0.0465,0.059,P-33,1.0,23:1,778.1,10000.0,Autumn,Crop_Season,Season_1
W02706,2022-09-21,7.08,0.831,0.02,0.05,0.01,,,Wetland Pool 33,10000.0,sample,,,41.02524667,-83.68240333,0.3428,3.5404,0.02,0.061,0.0216,0.831,7.08,0.02,0.05,0.01,P-33,1.0,23:1,778.1,10000.0,Autumn,Crop_Season,Season_3
W02616,2022-08-11,3.258247,0.214,0.02,0.05,0.01,,,Wetland Pool 33,10000.0,sample,,,41.02552833,-83.68259833,0.3428,3.5404,0.02,0.061,0.0216,0.214,3.2582,0.02,0.05,0.01,P-33,1.0,23:1,778.1,10000.0,Summer,Crop_Season,Season_3
W03648,2023-06-14,1.47,0.17,0.02,0.1032,0.01,,,Wetland Pool 34,15000.0,sample,,Extremely soft mucky uneven bottom. Moderate veg,41.02586167,-83.68226,0.1232,2.1979,0.0514,0.0671,0.01,0.17,1.47,0.02,0.1032,0.01,P-34,1.5,10:1,775.6,15000.0,Summer,Crop_Season,Season_5
W02822,2022-12-01,2.6,0.21,0.1416,0.05,0.01,,,Wetland Pool 34,15000.0,sample,,Ice,41.025795,-83.68270333,0.1232,2.1979,0.0514,0.0671,0.01,0.185,2.58,0.1735,0.05,0.01,P-34,1.5,10:1,775.6,15000.0,Winter,Non_Crop_Season,Season_4
W02821,2022-12-01,2.56,0.16,0.2054,0.05,0.01,,,Wetland Pool 34,15000.0,sample,,Ice,41.02593,-83.682375,0.1232,2.1979,0.0514,0.0671,0.01,0.185,2.58,0.1735,0.05,0.01,P-34,1.5,10:1,775.6,15000.0,Winter,Non_Crop_Season,Season_4
W03736,2023-07-25,,,0.02,0.086,0.01,,,Wetland Pool 34,15000.0,sample,,,41.02584167,-83.68247167,0.1232,2.1979,0.0514,0.0671,0.01,,,0.02,0.086,0.01,P-34,1.5,10:1,775.6,15000.0,Summer,Crop_Season,Season_5
W02615,2022-08-11,2.41134,0.117,0.0273,0.05,0.01,,,Wetland Pool 34,15000.0,sample,,,41.025715,-83.682415,0.1232,2.1979,0.0514,0.0671,0.01,0.117,2.4113,0.0273,0.05,0.01,P-34,1.5,10:1,775.6,15000.0,Summer,Crop_Season,Season_3
W02705,2022-09-21,2.63,0.123,0.02,0.05,0.01,,,Wetland Pool 34,15000.0,sample,,,41.02590667,-83.68239333,0.1232,2.1979,0.0514,0.0671,0.01,0.123,2.63,0.02,0.05,0.01,P-34,1.5,10:1,775.6,15000.0,Autumn,Crop_Season,Season_3
W03588,2023-04-18,0.9,0.11,0.02,0.1248,0.01,,,Wetland Pool 34,15000.0,sample,,,41.02591167,-83.68238833,0.1232,2.1979,0.0514,0.0671,0.01,0.11,0.9,0.02,0.1248,0.01,P-34,1.5,10:1,775.6,15000.0,Spring,Non_Crop_Season,Season_4
W00241,2021-09-27,1.024,0.028,0.02,0.0565,0.01,,,Wetland Pool 34,15000.0,sample,,,41.02588699,-83.68233629,0.1232,2.1979,0.0514,0.0671,0.01,0.028,1.024,0.02,0.0565,0.01,P-34,1.5,10:1,775.6,15000.0,Autumn,Crop_Season,Season_1
W02537,2022-07-14,3.466,0.091,0.02,0.0507,0.01,,,Wetland Pool 34,15000.0,sample,,,41.02589833,-83.68242333,0.1232,2.1979,0.0514,0.0671,0.01,0.091,3.466,0.02,0.0507,0.01,P-34,1.5,10:1,775.6,15000.0,Summer,Crop_Season,Season_3
W02769,2022-11-02,2.720043,0.1,0.02,0.05,0.01,,,Wetland Pool 34,15000.0,sample,,,41.02585167,-83.68227167,0.1232,2.1979,0.0514,0.0671,0.01,0.1,2.72,0.02,0.05,0.01,P-34,1.5,10:1,775.6,15000.0,Autumn,Non_Crop_Season,Season_4
W02768,2022-11-02,2.6414,0.152,0.02,0.05,0.01,,,Wetland Pool 35,26318.0,sample,,,41.02641667,-83.68311333,0.1419,1.9336,0.0392,0.061,0.017,0.152,2.6414,0.02,0.05,0.01,P-35,2.0,12:1 to 32:1,775.1,26318.0,Autumn,Non_Crop_Season,Season_4
W00238,2021-09-27,0.875,0.129,0.02,0.0573,0.0657,,,Wetland Pool 35,26318.0,sample,,,41.02641342,-83.68312695,0.1419,1.9336,0.0392,0.061,0.017,0.129,0.875,0.02,0.0573,0.0657,P-35,2.0,12:1 to 32:1,775.1,26318.0,Autumn,Crop_Season,Season_1
W03646,2023-06-14,1.26,0.12,0.02,0.116,0.01,,,Wetland Pool 35,26318.0,sample,,Mucky uneven bottom. Moderately vegetated. ,41.02649667,-83.68315667,0.1419,1.9336,0.0392,0.061,0.017,0.12,1.26,0.02,0.116,0.01,P-35,2.0,12:1 to 32:1,775.1,26318.0,Summer,Crop_Season,Season_5
W00399,2022-04-15,0.926,0.084,0.02,0.0463,0.01,,,Wetland Pool 35,26318.0,sample,,,41.02624333,-83.68290667,0.1419,1.9336,0.0392,0.061,0.017,0.084,0.926,0.02,0.0463,0.01,P-35,2.0,12:1 to 32:1,775.1,26318.0,Spring,Non_Crop_Season,Season_2
W02704,2022-09-21,1.3,0.054,0.02,0.05,0.01,,,Wetland Pool 35,26318.0,sample,,,41.02644333,-83.683135,0.1419,1.9336,0.0392,0.061,0.017,0.054,1.3,0.02,0.05,0.01,P-35,2.0,12:1 to 32:1,775.1,26318.0,Autumn,Crop_Season,Season_3
W02617,2022-08-11,2.314641,0.177,0.1732,0.05,0.01,,,Wetland Pool 35,26318.0,sample,,,41.02627167,-83.68305833,0.1419,1.9336,0.0392,0.061,0.017,0.177,2.3146,0.1732,0.05,0.01,P-35,2.0,12:1 to 32:1,775.1,26318.0,Summer,Crop_Season,Season_3
W02820,2022-12-01,3.1,0.28,0.02,0.05,0.01,,,Wetland Pool 35,26318.0,sample,,Ice ,41.02645667,-83.68310667,0.1419,1.9336,0.0392,0.061,0.017,0.28,3.1,0.02,0.05,0.01,P-35,2.0,12:1 to 32:1,775.1,26318.0,Winter,Non_Crop_Season,Season_4
W02534,2022-07-14,3.052,0.139,0.02,0.0682,0.01,,,Wetland Pool 35,26318.0,sample,,,41.026435,-83.683175,0.1419,1.9336,0.0392,0.061,0.017,0.139,3.052,0.02,0.0682,0.01,P-35,2.0,12:1 to 32:1,775.1,26318.0,Summer,Crop_Season,Season_3
W03645,2023-06-14,5.31,0.36,1.9395,0.5743,0.1759,,,Wetland Pool 36,5000.0,sample,,Moderate vegetation.  No flow. Puddles only. ,41.026755,-83.684405,0.2032,1.7152,0.4039,0.2164,0.0928,0.36,5.31,1.9395,0.5743,0.1759,P-36,0.5,27:1 to 35:1,776.8,5000.0,Summer,Crop_Season,Season_5
W00402,2022-04-15,1.202,0.194,0.02,0.0526,0.01,,,Wetland Pool 36,5000.0,sample,,,41.02667,-83.68387,0.2032,1.7152,0.4039,0.2164,0.0928,0.194,1.202,0.02,0.0526,0.01,P-36,0.5,27:1 to 35:1,776.8,5000.0,Spring,Non_Crop_Season,Season_2
W00237,2021-09-27,0.684,0.152,0.02,0.0579,0.1095,,,Wetland Pool 36,5000.0,sample,,,41.02660042,-83.68445825,0.2032,1.7152,0.4039,0.2164,0.0928,0.152,0.684,0.02,0.0579,0.1095,P-36,0.5,27:1 to 35:1,776.8,5000.0,Autumn,Crop_Season,Season_1
W02953,2023-02-23,0.71,0.29,0.02,0.2653,0.1586,,,Wetland Pool 36,5000.0,sample,,,41.02677,-83.68446333,0.2032,1.7152,0.4039,0.2164,0.0928,0.29,0.71,0.02,0.2653,0.1586,P-36,0.5,27:1 to 35:1,776.8,5000.0,Winter,Non_Crop_Season,Season_4
W03590,2023-04-18,0.67,0.02,0.02,0.132,0.01,,,Wetland Pool 36,5000.0,sample,,,41.026735,-83.68442,0.2032,1.7152,0.4039,0.2164,0.0928,0.02,0.67,0.02,0.132,0.01,P-36,0.5,27:1 to 35:1,776.8,5000.0,Spring,Non_Crop_Season,Season_4
W02535,2022-07-14,6.122,0.273,0.02,0.0692,0.01,,,Wetland Pool 37,10000.0,sample,,,41.02695667,-83.68210667,0.0912,2.1038,0.02,0.0872,0.0103,0.273,6.122,0.02,0.0692,0.01,P-37,1.0,10:1,776.4,10000.0,Summer,Crop_Season,Season_3
W00084,2021-07-30,1.955,0.074,0.02,0.171317,0.01,,,Wetland Pool 37,10000.0,replicate ,"We are noticing some scum on the top of this water, it is greenish in color. ",,41.026111,-83.681944,0.0912,2.1038,0.02,0.0872,0.0103,0.074,1.955,0.02,0.1713,0.01,P-37,1.0,10:1,776.4,10000.0,Summer,Crop_Season,Season_1
W00401,2022-04-15,0.643,0.036,0.02,0.0403,0.01,,,Wetland Pool 37,10000.0,sample,,,41.02690667,-83.68200167,0.0912,2.1038,0.02,0.0872,0.0103,0.036,0.643,0.02,0.0403,0.01,P-37,1.0,10:1,776.4,10000.0,Spring,Non_Crop_Season,Season_2
W00239,2021-09-27,1.169,0.053,0.02,0.0534,0.0116,,,Wetland Pool 37,10000.0,sample,,,41.0270377,-83.68223537,0.0912,2.1038,0.02,0.0872,0.0103,0.053,1.169,0.02,0.0534,0.0116,P-37,1.0,10:1,776.4,10000.0,Autumn,Crop_Season,Season_1
W03589,2023-04-18,0.63,0.02,0.02,0.1019,0.01,,,Wetland Pool 37,10000.0,sample,,,41.02690167,-83.68199833,0.0912,2.1038,0.02,0.0872,0.0103,0.02,0.63,0.02,0.1019,0.01,P-37,1.0,10:1,776.4,10000.0,Spring,Non_Crop_Season,Season_4
W00082,2021-07-30,1.246,0.047,0.02,0.158084,0.01,,,Wetland Pool 38,15000.0,replicate ,Pool is filled with sedge meadow mix but access is possible and growth is not as high as other pools. Water inundation surrounding the pool was not as bad as other pools,,41.026389,-83.681944,0.1672,2.4039,0.0379,0.0836,0.0366,0.047,1.246,0.02,0.1581,0.01,P-38,1.5,10:1,775.8,15000.0,Summer,Crop_Season,Season_1
W00240,2021-09-27,1.119,0.133,0.02,0.0566,0.0742,,,Wetland Pool 38,15000.0,sample,,,41.02656899,-83.68176523,0.1672,2.4039,0.0379,0.0836,0.0366,0.133,1.119,0.02,0.0566,0.0742,P-38,1.5,10:1,775.8,15000.0,Autumn,Crop_Season,Season_1
W03647,2023-06-14,1.99,0.26,0.02,0.1305,0.1057,,,Wetland Pool 38,15000.0,sample,,Moderate veg. Firm bottom.,41.026625,-83.68169667,0.1672,2.4039,0.0379,0.0836,0.0366,0.26,1.99,0.02,0.1305,0.1057,P-38,1.5,10:1,775.8,15000.0,Summer,Crop_Season,Season_5
W00400,2022-04-15,0.688,0.036,0.004,0.0433,0.01,,,Wetland Pool 38,15000.0,sample,,Isolated and well defined boundary,41.02655333,-83.68188833,0.1672,2.4039,0.0379,0.0836,0.0366,0.036,0.688,0.004,0.0433,0.01,P-38,1.5,10:1,775.8,15000.0,Spring,Non_Crop_Season,Season_2
W02536,2022-07-14,4.97,0.252,0.02,0.0631,0.01,,,Wetland Pool 38,15000.0,sample,,,41.02657333,-83.68182167,0.1672,2.4039,0.0379,0.0836,0.0366,0.252,4.97,0.02,0.0631,0.01,P-38,1.5,10:1,775.8,15000.0,Summer,Crop_Season,Season_3
W02614,2022-08-11,4.4102,0.275,0.1434,0.05,0.01,,,Wetland Pool 38,15000.0,sample,,Too shallow for PC measurements,41.02662,-83.68171167,0.1672,2.4039,0.0379,0.0836,0.0366,0.275,4.4102,0.1434,0.05,0.01,P-38,1.5,10:1,775.8,15000.0,Summer,Crop_Season,Season_3
W03739,2023-07-25,,,0.02,0.05,0.01,,,Wetland Pool 39,30000.0,sample,,,41.02396667,-83.68750167,0.1072,1.6055,0.0194,0.0572,0.013,,,0.02,0.05,0.01,P-39,1.5,15:1 to 65:1,775.8,30000.0,Summer,Crop_Season,Season_5
W00406,2022-04-15,0.548,0.025,0.0147,0.0255,0.01,,,Wetland Pool 39,30000.0,sample,,,41.02447333,-83.687055,0.1072,1.6055,0.0194,0.0572,0.013,0.025,0.548,0.0147,0.0255,0.01,P-39,1.5,15:1 to 65:1,775.8,30000.0,Spring,Non_Crop_Season,Season_2
W02816,2022-12-01,2.11,0.32,0.02,0.05,0.0121,,,Wetland Pool 39,30000.0,sample,,Icebreaking disturbed some sediment,41.02403667,-83.687345,0.1072,1.6055,0.0194,0.0572,0.013,0.32,2.11,0.02,0.05,0.0121,P-39,1.5,15:1 to 65:1,775.8,30000.0,Winter,Non_Crop_Season,Season_4
W02763,2022-11-02,2.426049,0.124,0.02,0.05,0.01,,,Wetland Pool 39,30000.0,sample,,,41.02410833,-83.68734333,0.1072,1.6055,0.0194,0.0572,0.013,0.124,2.426,0.02,0.05,0.01,P-39,1.5,15:1 to 65:1,775.8,30000.0,Autumn,Non_Crop_Season,Season_4
W02607,2022-08-11,1.921644,0.143,0.02,0.05,0.01,,,Wetland Pool 39,30000.0,sample,,,41.02411,-83.68771833,0.1072,1.6055,0.0194,0.0572,0.013,0.143,1.9216,0.02,0.05,0.01,P-39,1.5,15:1 to 65:1,775.8,30000.0,Summer,Crop_Season,Season_3
W02525,2022-07-14,2.687,0.075,0.02,0.05,0.01,,,Wetland Pool 39,30000.0,sample,,,41.02409167,-83.687305,0.1072,1.6055,0.0194,0.0572,0.013,0.075,2.687,0.02,0.05,0.01,P-39,1.5,15:1 to 65:1,775.8,30000.0,Summer,Crop_Season,Season_3
W03594,2023-04-18,0.51,0.03,0.02,0.1173,0.01,,,Wetland Pool 39,30000.0,sample,,,41.02416667,-83.68729333,0.1072,1.6055,0.0194,0.0572,0.013,0.03,0.51,0.02,0.1173,0.01,P-39,1.5,15:1 to 65:1,775.8,30000.0,Spring,Non_Crop_Season,Season_4
W00227,2021-09-27,1.291,0.074,0.02,0.0717,0.0225,,,Wetland Pool 39,30000.0,sample,,,41.02402001,-83.68734959,0.1072,1.6055,0.0194,0.0572,0.013,0.074,1.291,0.02,0.0717,0.0225,P-39,1.5,15:1 to 65:1,775.8,30000.0,Autumn,Crop_Season,Season_1
W02699,2022-09-21,1.35,0.067,0.02,0.05,0.022,,,Wetland Pool 39,30000.0,sample,,,41.02418,-83.68734333,0.1072,1.6055,0.0194,0.0572,0.013,0.067,1.35,0.02,0.05,0.022,P-39,1.5,15:1 to 65:1,775.8,30000.0,Autumn,Crop_Season,Season_3
W00232,2021-10-22,0.986,0.055,0.02,0.0762,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02459111,-83.6852977,0.0881,1.3275,0.0246,0.0641,0.01,0.0452,0.996,0.0308,0.0754,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_1
W02815,2022-12-01,1.61,0.2,0.0261,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,Ice about one inch thick had to be broken. This disturbed the water somewhat to various degrees for all samples,41.02430667,-83.68568333,0.0881,1.3275,0.0246,0.0641,0.01,0.14,1.48,0.0418,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Winter,Non_Crop_Season,Season_4
W02541,2022-07-14,2.716,0.083,0.02,0.0521,0.01,,,Wetland Pool 40,126000.0,sample,,,41.024775,-83.68513833,0.0881,1.3275,0.0246,0.0641,0.01,0.083,2.716,0.02,0.0521,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_3
W02567,2022-07-27,1.054626,0.024,0.0595,0.0227,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02449167,-83.68529333,0.0881,1.3275,0.0246,0.0641,0.01,0.028,1.0999,0.0398,0.0297,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_3
W02568,2022-07-27,1.145224,0.032,0.02,0.0367,0.01,,,Wetland Pool 40,126000.0,replicate,,,41.02449333,-83.68528333,0.0881,1.3275,0.0246,0.0641,0.01,0.028,1.0999,0.0398,0.0297,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_3
W00398,2022-04-15,0.939,0.093,0.0212,0.0295,0.0107,,,Wetland Pool 40,126000.0,sample,,Merged with other pools. See separate video. ,41.02477667,-83.68503333,0.0881,1.3275,0.0246,0.0641,0.01,0.093,0.939,0.0212,0.0295,0.0107,P-40,2.0,10:1 to 75:1,775.2,126000.0,Spring,Non_Crop_Season,Season_2
W00230,2021-09-27,1.039,0.041,0.02,0.0807,0.01,,,Wetland Pool 40,126000.0,sample,,,41.0245559,-83.68602407,0.0881,1.3275,0.0246,0.0641,0.01,0.041,1.039,0.02,0.0807,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Crop_Season,Season_1
W02799,2022-11-17,1.615372,0.1,0.02,0.0934,0.01,,,Wetland Pool 40,126000.0,replicate,,,41.02425167,-83.68597833,0.0881,1.3275,0.0246,0.0641,0.01,0.1037,1.6803,0.02,0.0955,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_4
W02824,2022-12-01,1.35,0.08,0.0575,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,Ice,41.024725,-83.68519667,0.0881,1.3275,0.0246,0.0641,0.01,0.14,1.48,0.0418,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Winter,Non_Crop_Season,Season_4
W02798,2022-11-17,1.591444,0.094,0.02,0.1049,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02424,-83.68598,0.0881,1.3275,0.0246,0.0641,0.01,0.1037,1.6803,0.02,0.0955,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_4
W00086,2021-07-30,1.379,0.044,0.02,0.159463,0.01,,,Wetland Pool 40,126000.0,replicate ,"The edges of this pool have some green scum, water extends past the vegetation about 10 feet. ",,41.024722,-83.685,0.0881,1.3275,0.0246,0.0641,0.01,0.044,1.379,0.02,0.1595,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_1
W02797,2022-11-17,1.834232,0.117,0.02,0.0882,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02458833,-83.68528833,0.0881,1.3275,0.0246,0.0641,0.01,0.1037,1.6803,0.02,0.0955,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_4
W02762,2022-11-02,2.159811,0.478,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02420333,-83.68637,0.0881,1.3275,0.0246,0.0641,0.01,0.328,2.0489,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_4
W03741,2023-07-25,,,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02455167,-83.685265,0.0881,1.3275,0.0246,0.0641,0.01,,,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_5
W02603,2022-08-11,1.361811,0.02,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02447333,-83.68528667,0.0881,1.3275,0.0246,0.0641,0.01,0.02,1.3618,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_3
W00233,2021-10-22,0.993,0.045,0.02,0.0652,0.01,,,Wetland Pool 40,126000.0,sample,,,41.0249408,-83.68600446,0.0881,1.3275,0.0246,0.0641,0.01,0.0452,0.996,0.0308,0.0754,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_1
W02761,2022-11-02,1.93792,0.178,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02453667,-83.6853,0.0881,1.3275,0.0246,0.0641,0.01,0.328,2.0489,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_4
W00235,2021-10-22,0.98,0.043,0.02,0.0428,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02408627,-83.68646655,0.0881,1.3275,0.0246,0.0641,0.01,0.0452,0.996,0.0308,0.0754,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_1
W00289,2021-12-01,1.071,0.05,0.02,0.0644,0.01,,,Wetland Pool 40,126000.0,sample,Pool 40 at sonde location,,41.02443525,-83.68538582,0.0881,1.3275,0.0246,0.0641,0.01,0.0485,1.072,0.02,0.0464,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Winter,Non_Crop_Season,Season_2
W00234,2021-10-22,1.025,0.038,0.0634,0.1173,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02458436,-83.68601259,0.0881,1.3275,0.0246,0.0641,0.01,0.0452,0.996,0.0308,0.0754,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Non_Crop_Season,Season_1
W03641,2023-06-07,1.21,0.07,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,East side near sond.,41.02453167,-83.68526667,0.0881,1.3275,0.0246,0.0641,0.01,0.0767,1.2533,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_5
W03595,2023-04-18,1.21,0.14,0.02,0.1337,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02452667,-83.68529667,0.0881,1.3275,0.0246,0.0641,0.01,0.14,1.21,0.02,0.1337,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Spring,Non_Crop_Season,Season_4
W03642,2023-06-07,1.32,0.08,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,replicate,,,41.02452,-83.68524167,0.0881,1.3275,0.0246,0.0641,0.01,0.0767,1.2533,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_5
W03643,2023-06-07,1.23,0.08,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,replicate,,,41.02452,-83.68524333,0.0881,1.3275,0.0246,0.0641,0.01,0.0767,1.2533,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_5
W02697,2022-09-21,1.19,0.056,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,,41.02455167,-83.68530833,0.0881,1.3275,0.0246,0.0641,0.01,0.056,1.19,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Autumn,Crop_Season,Season_3
W00290,2021-12-01,1.073,0.047,0.02,0.0285,0.01,,,Wetland Pool 40,126000.0,replicate,Pool 40 near sonde,,41.02443535,-83.68538192,0.0881,1.3275,0.0246,0.0641,0.01,0.0485,1.072,0.02,0.0464,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Winter,Non_Crop_Season,Season_2
W00480,2022-06-15,0.94,0.047,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,replicate,,,41.02473667,-83.68510167,0.0881,1.3275,0.0246,0.0641,0.01,0.045,0.91,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_3
W00479,2022-06-15,0.88,0.043,0.02,0.05,0.01,,,Wetland Pool 40,126000.0,sample,,,41.024735,-83.68510167,0.0881,1.3275,0.0246,0.0641,0.01,0.045,0.91,0.02,0.05,0.01,P-40,2.0,10:1 to 75:1,775.2,126000.0,Summer,Crop_Season,Season_3
W00231,2021-09-27,1.18,0.185,0.02,0.0627,0.0577,,,Wetland Pool 41,10000.0,sample,,,41.02517453,-83.68597018,0.5688,5.7608,0.02,0.0616,0.0219,0.185,1.18,0.02,0.0627,0.0577,P-41,1.0,12:1 to 71:1,776.1,10000.0,Autumn,Crop_Season,Season_1
W02530,2022-07-14,10.538,0.955,0.02,0.0837,0.01,,,Wetland Pool 41,10000.0,sample,,,41.02541167,-83.68574,0.5688,5.7608,0.02,0.0616,0.0219,0.955,10.538,0.02,0.0837,0.01,P-41,1.0,12:1 to 71:1,776.1,10000.0,Summer,Crop_Season,Season_3
W02701,2022-09-21,7.21,1.0,0.02,0.05,0.01,,,Wetland Pool 41,10000.0,sample,,,41.02517,-83.686015,0.5688,5.7608,0.02,0.0616,0.0219,1.0,7.21,0.02,0.05,0.01,P-41,1.0,12:1 to 71:1,776.1,10000.0,Autumn,Crop_Season,Season_3
W02610,2022-08-11,4.115015,0.135,0.02,0.05,0.01,,,Wetland Pool 41,10000.0,sample,,,41.02525333,-83.685945,0.5688,5.7608,0.02,0.0616,0.0219,0.135,4.115,0.02,0.05,0.01,P-41,1.0,12:1 to 71:1,776.1,10000.0,Summer,Crop_Season,Season_3
W03737,2023-07-25,,,0.02,0.05,0.01,,,Wetland Pool 42,15000.0,sample,,,41.02611833,-83.68465833,0.3547,3.3047,0.0265,0.0769,0.0256,,,0.02,0.05,0.01,P-42,1.5,15:1 to 32:1,775.5,15000.0,Summer,Crop_Season,Season_5
W02703,2022-09-21,2.48,0.134,0.02,0.05,0.01,,,Wetland Pool 42,15000.0,sample,,,41.02603,-83.68476167,0.3547,3.3047,0.0265,0.0769,0.0256,0.134,2.48,0.02,0.05,0.01,P-42,1.5,15:1 to 32:1,775.5,15000.0,Autumn,Crop_Season,Season_3
